Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,,,,,,,,,,583300,631250,830000,913000,1000000,913000,1000000,706200,,
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,,,,9.67,10.46,9.46,9.9,10.22,11.31,10.71,11.27,13.95,13.8,19.28,19.57,26.62,23.15,25.13,
Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,,,,,,,,,,,,,,,,,,
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,,,,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,235448,193317,189619,198253,222032,239795,262666,277361,283887,274869,1010194,987798,1132424,1321872,1409952,1244491,1482546,1375523,1516628,
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,60.611,50.818,51.298,56.455,63.692,68.112,80.997,72.888,70.934,64.323,47.908,50.973,70.977,70.431,65.517,46.043,43.940435,67.32035,78.15964,
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,4399,4354,4343,4633,4849,4948,4965,5277,3361,3236,17060,12282,13072,14496,13716,13116,15482,13494,13978,
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,2.07166,2.3,,2.9,2.7,,,,,
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,2.762616,2.7,,2.2,1.8,,,,,
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,30,30,30,20,10,30,30,30,20,0,10,30,30,40,40,
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,,,,,63.33333,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,73.33333,80,83.3333333333333,76.6666666666667,73.3333,66.6665,66.6665,66.6667,
Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,41.1111111111111,45.5555555555556,45.5555555555556,42.2222222222222,42.2222222222222,45.5555555555556,45.5555555555556,47.7777777777778,50,47.7777777777778,48.8888888888889,47.7777666666667,42.2221666666667,45.5555,52.2222333333333,
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,,,,,30,40,40,40,50,40,40,40,50,60,60,40,30,30,50,
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,4,4,4,4,4,4,3.5,3.5,3.5,,,,,,
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,2.83333333333333,2.83333333333333,2.83333333333333,2.8,2.83333333333333,2.83333333333333,2.66666666666667,2.66666666666667,2.66666666666667,,,,,,
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,2.6,2.7,2.7,2.7,2.9,2.8,2.8,2.7,2.7,,,,,,
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,,,,,,
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,2.5,2.5,2.5,2.5,3,2.5,2.5,2.5,2.5,,,,,,
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,2,2,2,2,2,2,2,2,2,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,,,,,,
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,3,3,3,3,3,3,3,3,3,,,,,,
IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,2.58333333333333,2.65,2.73333333333333,2.7,2.78333333333333,2.75833333333333,2.69166666666667,2.66666666666667,2.66666666666667,,,,,,
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,,,,,,
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,3,3,3,3,3.5,3.5,3.5,3,3,,,,,,
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,2.5,3,3,3,3,3,3,3,3,,,,,,
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,2.5,3,3,3,3,3,2.5,2.5,2.5,,,,,,
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,2.5,2.66666666666667,3,3,3,3,3,3,3,,,,,,
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,2,2,3,3,3,3,3,3,3,,,,,,
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,2,2,2,2,2,2,2,2,2,,,,,,
"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,
"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,
"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,610000,750000,570000,630000,480000,220000,,
"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1070000,1330000,950000,2660000,3950000,3100000,1710000,160000,-290000,-750000,-180000,-770000,-200000,1000000,640000,420000,2400000,560000,,
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,,,,,,,160000,330000,380000,240000,360000,120000,200000,460000,480000,220000,260000,260000,,
"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,,,,,,,,,,,,,,480000,,,,,,
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,0,0,0,0,0,0,0,0,0,2758155000,2105437000,3509062000,5848436000,4145668000,1768457000,-265035000,-2027018000,-3515352000,-265015000,
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,0,0,0,0,0,0,0,0,0,0,0,10000000,990000000,0,0,1500000000,0,0,3500000000,
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,-230675962.9,-1028465932.6,-44229145.5,60902959.1,21577903.3,-210204629.4,-703297063.3,596956512.2,816959618.7,786666080.8,3372926327.4,1523020351.3,-97826643.6,2185350686,1345163479.3,-763400069.3,8690533849.8,1642733352.6,-610131366.7,
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,37.9288279355792,
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,91.6065474663793,
Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,,,,,,,,,,38325761243.5904,
"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,226426000,228393000,264763000,291456000,318373000,319346000,347333000,365087000,368888000,385211000,377702000,383663000,420275000,468408000,477956000,929183000,940247000,1024896000,1042328000,
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,226426000,228393000,264763000,291456000,318373000,319346000,347333000,365087000,368888000,385211000,377702000,383663000,420275000,468408000,477956000,479183000,490247000,560256000,545941000,
"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000000,450000000,464640000,496387000,
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,13.5496,16.5331,13.2556,11.8038,12.2213,18.9444,21.5576,19.0218,15.4219,12.8518,17.1717,17.8468,19.6468,20.6594,13.4534,14.5121,7.6617,7.0225,4.2367,
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,16.0892462443873,21.4667139408177,14.1191861249659,11.0490411138706,8.64729914709494,9.52517611226465,6.36627255659972,5.00696551466143,3.69691777287266,6.23466730808481,8.85439685865645,8.88125706252842,12.0548011465144,16.128998588292,12.4556169174968,23.599646765561,15.293030337669,10.3106726826971,5.52545256953842,
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,110.407451740902,198.274600748869,321.538650227079,169.368620007939,86.6917331156577,72.4387784503261,26.1644429900529,20.2703486494019,13.3783778635783,18.9732925001565,23.2109704895766,22.4176056747965,27.9043819509253,36.0361151377693,28.3357047519037,34.3259857386772,18.5027607175325,21.1688012912053,15.0009259339785,
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1322915747.5,1451104782.3,1207525379.6,1074134809.7,1195988874.8,2315759631.7,2132161298.1,2269630578.8,2390637402.7,2592529310.2,4567608350,6061667120.6,8695501803.8,11351670129.1,7659805207.3,8166338543.3,4380009040.4,3695083650.5,2311703495,
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,8084844148,6982714292.1,7530850651.9,7620032986.7,8166055391.1,9518007576.1,7347617847.7,9230634074.7,12690426634,13634681668.4,15466125908.6,17524622158.4,19202850429.4,23349473251.8,27826451637.7,27303742134.9,34814735187.9,35599339252,38208196418.2,
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,0,0,0,0,0,0,0,0,0,3158155000,5263592000,8772654000,14621089000,18766757000,20535215000,20270179000,17576761000,12934366000,12669352000,
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,8084844148,6982714292.1,7530850651.9,7620032986.7,8166055391.1,9518007576.1,7347617847.7,9230634074.7,12690426634,16792836668.4,20729717908.6,26297276158.4,33823939429.4,42116230251.8,48361666637.7,47573921134.9,52391496187.9,48533705252,50877548418.2,
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,355705668.9,343098130.6,371160687.2,405682628,423985126.3,390203038.9,410714177,431421881.2,420506996.4,787056610.5,1302262652.3,1605921015.9,1739653005.5,1478598084,914031048.1,532051033.5,395880987.1,388801462.9,1374114587.4,
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,131.075488741924,119.007813439182,66.7319448796883,56.5692142356701,46.4596886931176,37.109774803982,21.4065385906825,20.6905154257786,20.7181890376206,31.7755884290557,35.1322990231369,33.2687604169059,37.6253324328915,43.3298497826035,41.6005753206198,51.0239329334166,59.6336017046331,44.445771459239,53.9982631116899,
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,9763465564.4,8776917205,9109536718.7,9099850424.4,9786029392.2,12223970246.7,9890493322.8,11931686534.7,15501571033.1,20172422589.1,26599588910.9,33964864294.9,44259094238.7,54946498464.9,56935502893.1,56272310711.7,57167386215.4,52617590365.4,54563366500.6,
"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,,,,,,,,,,,,,,,,,,,
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,37310000,33950000,105610000,152910000,121290000,67240000,32850000,39630000,42680000,41500000,53530000,64940000,77290000,61140000,58710000,60910000,52320000,56500000,,
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,15.1304184652578,11.3760009392369,10.2930737712649,9.8237857437254,9.02663549574125,10.0881399038281,8.41078201457572,8.84986283220928,10.3140595403318,12.4177697815586,7.92013599116053,7.5350161818832,7.58031964145621,5.80413003053344,6.12889166301877,6.94930709074328,8.44834096541651,7.96660041480261,,
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1.49013168781351,1.48434157316822,1.60521587580472,1.63653248016862,1.57599425068238,1.50978108576356,1.45009080453732,1.83677583245189,2.39926084965876,4.98814051190781,3.02757866854471,1.7727841632856,2.6347407269103,1.87394706473475,2.4009996770161,2.48592674209584,1.94884291035299,2.74025086178276,,
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.914191515036391,0.904231373228422,0.891695837251938,0.858846344115388,0.817218425859898,0.796779611692947,0.863395600846133,0.757744540960878,1.1034680110035,1.58616645141947,1.25249519071435,0.794205448399108,0.745877271006559,0.822638443242089,0.865674652152186,1.01554997348857,0.830826139798022,0.751053269834848,,
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,3.6031701470892,3.86862995220163,4.54329402901998,3.80592597255345,4.69352251287382,5.31539436266792,5.24295060760156,9.0506354906535,9.05738337447278,7.06913460264324,5.64491669130566,5.21065195355376,5.67036815298984,4.8618333074086,5.93860873093439,5.75592836963247,6.79162283863557,6.6219698390571,,
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,0.32938896157001,0.438461856735255,0.489891834541626,0.475435033663737,0.59909180839881,0.575316488700239,0.636148728213505,0.991489851865653,1.38831399292541,1.36992351466093,1.03753994433552,1.06611343380299,1.28037122539939,1.27965332830638,1.3798576115261,1.83666246656406,2.292109670551,2.22881341911432,,
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,8.04487954810151,8.9184475214605,9.56335245552403,11.3903834173666,12.4136223931223,13.7446137008841,17.7050301941288,13.6236639486123,11.344658278645,11.2428312226123,12.723589214831,12.2541277309398,15.1383575476523,13.9603934205916,16.5432259459099,21.7974708906493,16.2769285585331,18.6343462720401,,
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,14.3817618596106,15.614112276794,17.0934500321423,18.1671232478678,20.0994493909373,21.9418852497088,25.8976159353273,26.2603096645442,25.2930845067055,26.2561963032438,23.6861197097312,21.0978827299812,25.4697149239583,22.7984655642834,27.1283666175387,32.8915384424302,28.1403301178707,30.9764336618291,,
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,64.8099435602777,66.7353851400771,66.1451984782491,64.9600469618558,63.9384562862412,60.7803802297118,57.1444288984123,58.9512679048559,64.2344042394642,61.0751310367998,68.2230776126149,71.2430528684589,66.8011298776518,71.3124178613331,66.5003517021717,60.0734459466522,63.313010063182,60.9549100844547,,
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,3040000000,3179000000,3760000000,5480000000,5832000000,8353000000,8778000000,13661000000,20982000000,22660000000,16667000000,20228000000,23717000000,26331000000,28580000000,20693000000,13041000000,14463000000,15442000000,
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2.498941462581,2.61707048944418,2.65139200655601,2.73637683728772,2.65387321263089,2.69107256369589,3.091412098964,2.36409320445152,4.232662271198,5.99454364604368,3.42446425740876,3.14351706808744,4.123467188869,5.62696902776888,6.13798570610727,4.14173582835725,4.47053089708897,5.16454824765737,,
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,0.616646573612525,,1.51371994634074,0.705005694547912,0.716017930057743,0.931101783026118,0.713559382696421,0.654004401068042,0.623926184774538,,,,
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,81.2545626868006,,69.3087791446235,65.6672979820158,67.601708322561,73.6090112044031,72.5613917769786,63.0405934681199,67.4826947269868,,,,
Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,2.77719057182116,2.93250791931431,4.62347168046816,6.01338475727187,5.44894631174532,1.93222634431399,6.12810850497352,4.7367170569249,9.95140470409282,4.25068549569669,6.78509947197436,2.2063149167305,1.42922376480607,4.36882238593046,2.0818314511635,3.43678935068887,5.2452737392131,5.93350780076018,7.95204176197234,
ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,4.5142995927,,3.0047461227,3.0187373057,3.753755282,3.7972159284,3.0126733229,2.8418049562,3.0067093007,,,,
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,1.25920315926327,,14.598090779581,17.1573496352755,11.6593798937775,3.97835490200902,7.76315673345771,5.7350612697355,1.51363330071198,,,,
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,,,,,,16.014221318395,,13.5031616912563,15.231436375393,18.5951347594354,20.0665369676479,17.7527226217782,16.9774969310065,15.6821987146381,,,,
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,0.685840184645334,,0.683031529902809,0.648022234274181,0.632824742372298,0.658597547063011,0.520684904494605,0.886548351806959,0.793310841210763,,,,
Import unit value index (2000 = 100),TM.UVI.MRCH.XD.WD,100,96.51697199,97.14986147,102.0686268,107.9948077,110.5750621,116.0641792,125.3822817,137.1996681,128.5943101,134.6054473,151.3647564,150.7227023,144.7245192,144.1801032,132.8182248,129.0853706,131.5340983,136.6077626,
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,14.3,,12.81,13.12,13.12,,15.78,14.54,14,13.84,13.69,13.29,15.25,16.73,17.61,,,
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,14.3,,12.81,13.12,13.12,,15.78,14.54,14,13.84,13.69,13.29,15.25,16.73,17.61,,,
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,0.6280992,,0,0,0,,0.5951044,1.902346,0,0,0,0,0,0,0,,,
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,11.69,,11.75,10.04,10.04,,10.2,10.19,9.97,9.97,9.9,9.9,19.83,19.83,19.83,,,
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,11.56,,11.56,11.77,11.77,,11.49,11.46,11.52,11.43,11.12,11.22,22.71,21.53,22.32,,,
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,21.61983,,25.20881,24.96549,24.96549,,46.68763,45.36039,25.24152,24.95216,24.5928,24.69069,55.04316,51.65271,54.4137,,,
